timestamp,cycle_id,phase_name,target_flow_lpm,target_pressure_bar,ram_position_mm
50.09,1,inter_billet_dwell,0.0,19.79,800.0
50.19,1,inter_billet_dwell,0.0,20.45,800.0
50.29,1,inter_billet_dwell,0.0,21.23,800.0
50.39,1,inter_billet_dwell,0.0,18.0,800.0
50.49,1,inter_billet_dwell,0.0,17.92,800.0
50.59,1,inter_billet_dwell,0.0,22.21,800.0
50.69,1,inter_billet_dwell,0.0,19.18,800.0
50.79,1,inter_billet_dwell,0.0,17.17,800.0
50.89,1,inter_billet_dwell,0.0,20.89,800.0
50.99,1,inter_billet_dwell,0.0,20.93,800.0
51.1,1,inter_billet_dwell,0.0,16.94,800.0
51.2,1,inter_billet_dwell,0.0,20.46,800.0
51.3,1,inter_billet_dwell,0.0,21.47,800.0
51.4,1,inter_billet_dwell,0.0,20.75,800.0
51.5,1,inter_billet_dwell,0.0,21.26,800.0
51.6,1,inter_billet_dwell,0.0,17.19,800.0
51.7,1,inter_billet_dwell,0.0,20.66,800.0
51.8,1,inter_billet_dwell,0.0,19.39,800.0
51.9,1,inter_billet_dwell,0.0,19.03,800.0
52.0,1,inter_billet_dwell,0.0,21.74,800.0
52.1,1,inter_billet_dwell,0.0,22.96,800.0
52.21,1,inter_billet_dwell,0.0,23.59,800.0
52.31,1,inter_billet_dwell,0.0,22.63,800.0
52.41,1,inter_billet_dwell,0.0,19.78,800.0
52.51,1,inter_billet_dwell,0.0,20.71,800.0
52.61,1,inter_billet_dwell,0.0,21.53,800.0
52.71,1,inter_billet_dwell,0.0,20.24,800.0
52.81,1,inter_billet_dwell,0.0,20.26,800.0
52.91,1,inter_billet_dwell,0.0,21.65,800.0
53.01,1,inter_billet_dwell,0.0,19.88,800.0
53.11,1,inter_billet_dwell,0.0,18.54,800.0
53.21,1,inter_billet_dwell,0.0,19.17,800.0
53.32,1,inter_billet_dwell,0.0,21.27,800.0
53.42,1,inter_billet_dwell,0.0,20.01,800.0
53.52,1,inter_billet_dwell,0.0,20.68,800.0
53.62,1,inter_billet_dwell,0.0,21.34,800.0
53.72,1,inter_billet_dwell,0.0,19.25,800.0
53.82,1,inter_billet_dwell,0.0,21.51,800.0
53.92,1,inter_billet_dwell,0.0,20.76,800.0
54.02,1,inter_billet_dwell,0.0,17.53,800.0
54.12,1,inter_billet_dwell,0.0,22.88,800.0
54.22,1,inter_billet_dwell,0.0,19.0,800.0
54.32,1,inter_billet_dwell,0.0,16.69,800.0
54.42,1,inter_billet_dwell,0.0,17.91,800.0
54.53,1,inter_billet_dwell,0.0,17.96,800.0
54.63,1,inter_billet_dwell,0.0,20.1,800.0
54.73,1,inter_billet_dwell,0.0,19.45,800.0
54.83,1,inter_billet_dwell,0.0,19.33,800.0
54.93,1,inter_billet_dwell,0.0,21.24,800.0
55.03,1,inter_billet_dwell,0.0,20.68,800.0
55.13,1,inter_billet_dwell,0.0,20.63,800.0
55.23,1,inter_billet_dwell,0.0,20.82,800.0
55.33,1,inter_billet_dwell,0.0,21.23,800.0
55.43,2,decompression,44.09,281.21,0.0
55.54,2,decompression,39.55,259.35,0.0
55.65,2,decompression,45.09,235.23,0.0
55.76,2,decompression,44.99,216.46,0.0
55.86,2,decompression,47.61,194.38,0.0
55.97,2,decompression,47.97,171.82,0.0
56.08,2,decompression,45.51,148.86,0.0
56.18,2,decompression,43.75,127.04,0.0
56.29,2,decompression,46.21,105.86,0.0
56.4,2,decompression,43.68,85.81,0.0
56.51,2,decompression,45.0,61.9,0.0
56.61,2,decompression,47.47,42.32,0.0
56.72,2,decompression,43.61,18.14,0.0
56.82,2,container_shift_open,175.27,60.22,0.0
56.92,2,container_shift_open,181.11,59.18,0.0
57.03,2,container_shift_open,171.56,57.2,0.0
57.13,2,container_shift_open,178.68,56.91,0.0
57.23,2,container_shift_open,175.37,61.31,0.0
57.33,2,container_shift_open,176.03,59.45,0.0
57.43,2,container_shift_open,175.3,58.81,0.0
57.54,2,container_shift_open,176.11,60.02,0.0
57.64,2,container_shift_open,174.62,61.59,0.0
57.74,2,container_shift_open,178.64,60.36,0.0
57.84,2,container_shift_open,173.86,58.69,0.0
57.94,2,container_shift_open,177.83,62.45,0.0
58.05,2,container_shift_open,173.39,63.16,0.0
58.15,2,container_shift_open,174.85,60.99,0.0
58.25,2,container_shift_open,172.32,61.95,0.0
58.35,2,container_shift_open,176.14,62.48,0.0
58.45,2,container_shift_open,178.61,62.26,0.0
58.55,2,container_shift_open,174.81,61.23,0.0
58.66,2,container_shift_open,174.51,61.2,0.0
58.76,2,container_shift_open,172.21,61.04,0.0
58.86,2,container_shift_open,174.43,57.81,0.0
58.96,2,container_shift_open,171.02,61.4,0.0
59.06,2,container_shift_open,172.72,57.29,0.0
59.17,2,container_shift_open,175.57,58.41,0.0
59.27,2,container_shift_open,178.3,62.61,0.0
59.37,2,container_shift_open,182.02,61.68,0.0
59.47,2,container_shift_open,173.53,62.97,0.0
59.57,2,container_shift_open,178.59,59.46,0.0
59.68,2,container_shift_open,175.61,57.7,0.0
59.78,2,container_shift_open,174.62,59.52,0.0
59.88,2,container_shift_open,176.08,60.2,0.0
59.98,2,container_shift_open,175.15,60.16,0.0
60.08,2,shear_stroke,134.1,205.36,0.0
60.18,2,shear_stroke,135.88,206.0,0.0
60.29,2,shear_stroke,132.53,208.91,0.0
60.39,2,shear_stroke,136.13,210.03,0.0
60.49,2,shear_stroke,135.01,211.38,0.0
60.6,2,shear_stroke,133.13,210.95,0.0
60.7,2,shear_stroke,134.41,209.23,0.0
60.8,2,shear_stroke,134.54,212.04,0.0
60.91,2,shear_stroke,134.32,212.06,0.0
61.01,2,shear_stroke,139.43,210.37,0.0
61.11,2,shear_stroke,134.75,211.93,0.0
61.21,2,shear_stroke,134.39,210.55,0.0
61.32,2,shear_stroke,129.76,208.88,0.0
61.42,2,shear_stroke,132.76,211.4,0.0
61.52,2,shear_stroke,134.34,210.22,0.0
61.63,2,shear_stroke,133.29,210.0,0.0
61.73,2,shear_stroke,138.45,212.95,0.0
61.83,2,shear_stroke,134.59,205.1,0.0
61.94,2,shear_stroke,138.22,207.16,0.0
62.04,2,shear_stroke,135.15,207.63,0.0
62.14,2,shear_stroke,135.09,209.27,0.0
62.25,2,shear_stroke,134.78,209.49,0.0
62.35,2,shear_stroke,135.01,206.99,0.0
62.45,2,shear_stroke,139.3,208.03,0.0
62.55,2,die_slide_shift,86.14,51.27,0.0
62.66,2,die_slide_shift,84.5,49.98,0.0
62.76,2,die_slide_shift,78.97,47.25,0.0
62.86,2,die_slide_shift,79.09,49.37,0.0
62.97,2,die_slide_shift,77.13,50.73,0.0
63.07,2,die_slide_shift,75.23,51.23,0.0
63.18,2,die_slide_shift,79.71,49.72,0.0
63.28,2,die_slide_shift,77.51,53.06,0.0
63.39,2,die_slide_shift,79.79,52.02,0.0
63.49,2,die_slide_shift,76.0,49.49,0.0
63.6,2,die_slide_shift,78.1,51.5,0.0
63.7,2,die_slide_shift,80.37,53.87,0.0
63.8,2,die_slide_shift,80.92,53.92,0.0
63.91,2,die_slide_shift,81.04,47.54,0.0
64.01,2,die_slide_shift,76.7,48.15,0.0
64.12,2,die_slide_shift,82.14,52.97,0.0
64.22,2,die_slide_shift,78.0,47.88,0.0
64.32,2,billet_load_and_seal,158.78,25.05,0.0
64.42,2,billet_load_and_seal,161.05,28.94,0.0
64.53,2,billet_load_and_seal,159.74,31.82,0.0
64.63,2,billet_load_and_seal,158.37,36.49,0.0
64.73,2,billet_load_and_seal,158.31,38.73,0.0
64.83,2,billet_load_and_seal,158.22,36.97,0.0
64.93,2,billet_load_and_seal,157.8,45.13,0.0
65.04,2,billet_load_and_seal,165.7,43.5,0.0
65.14,2,billet_load_and_seal,160.74,49.44,0.0
65.24,2,billet_load_and_seal,162.22,50.28,0.0
65.34,2,billet_load_and_seal,158.78,52.12,0.0
65.44,2,billet_load_and_seal,159.54,52.12,0.0
65.55,2,billet_load_and_seal,158.22,58.19,0.0
65.65,2,billet_load_and_seal,153.37,58.2,0.0
65.75,2,billet_load_and_seal,156.55,66.05,0.0
65.85,2,billet_load_and_seal,155.47,69.95,0.0
65.95,2,billet_load_and_seal,154.38,68.11,0.0
66.06,2,billet_load_and_seal,157.01,73.1,0.0
66.16,2,billet_load_and_seal,163.31,73.84,0.0
66.26,2,billet_load_and_seal,159.89,76.83,0.0
66.36,2,billet_load_and_seal,163.23,82.43,0.0
66.47,2,billet_load_and_seal,161.03,83.6,0.0
66.57,2,billet_load_and_seal,161.96,89.95,0.0
66.67,2,billet_load_and_seal,157.75,88.3,0.0
66.77,2,billet_load_and_seal,161.31,94.06,0.0
66.87,2,billet_load_and_seal,161.82,95.05,0.0
66.98,2,billet_load_and_seal,158.56,99.24,0.0
67.08,2,billet_load_and_seal,161.4,99.55,0.0
67.18,2,billet_load_and_seal,161.42,103.14,0.0
67.28,2,billet_load_and_seal,158.63,105.8,0.0
67.38,2,billet_load_and_seal,157.19,107.15,0.0
67.49,2,billet_load_and_seal,157.04,112.94,0.0
67.59,2,billet_load_and_seal,160.22,115.71,0.0
67.69,2,billet_load_and_seal,160.82,118.39,0.0
67.79,2,billet_load_and_seal,158.02,123.07,0.0
67.89,2,main_extrusion_stroke,237.7,181.91,0.0
67.99,2,main_extrusion_stroke,249.49,185.89,2.0
68.09,2,main_extrusion_stroke,254.29,194.35,3.9
68.19,2,main_extrusion_stroke,265.68,190.08,5.9
68.29,2,main_extrusion_stroke,271.98,196.83,7.8
68.39,2,main_extrusion_stroke,289.65,194.98,9.8
68.49,2,main_extrusion_stroke,293.42,200.01,11.8
68.59,2,main_extrusion_stroke,299.89,200.92,13.7
68.69,2,main_extrusion_stroke,314.33,206.74,15.7
68.79,2,main_extrusion_stroke,309.66,204.09,17.6
68.89,2,main_extrusion_stroke,319.08,202.73,19.6
68.99,2,main_extrusion_stroke,339.12,205.67,21.6
69.09,2,main_extrusion_stroke,344.97,210.92,23.5
69.19,2,main_extrusion_stroke,354.53,210.68,25.5
69.29,2,main_extrusion_stroke,357.01,218.76,27.5
69.4,2,main_extrusion_stroke,371.02,217.97,29.4
69.5,2,main_extrusion_stroke,387.92,230.18,31.4
69.6,2,main_extrusion_stroke,392.0,218.06,33.3
69.7,2,main_extrusion_stroke,398.17,227.13,35.3
69.8,2,main_extrusion_stroke,404.53,224.74,37.3
69.9,2,main_extrusion_stroke,413.5,229.24,39.2
70.0,2,main_extrusion_stroke,415.36,233.73,41.2
70.1,2,main_extrusion_stroke,433.7,227.37,43.1
70.2,2,main_extrusion_stroke,444.85,238.61,45.1
70.3,2,main_extrusion_stroke,443.96,246.72,47.1
70.4,2,main_extrusion_stroke,456.41,240.75,49.0
70.5,2,main_extrusion_stroke,463.22,245.51,51.0
70.6,2,main_extrusion_stroke,472.78,250.47,52.9
70.7,2,main_extrusion_stroke,485.65,248.58,54.9
70.8,2,main_extrusion_stroke,485.89,249.39,56.9
70.9,2,main_extrusion_stroke,505.48,245.73,58.8
71.0,2,main_extrusion_stroke,514.83,258.22,60.8
71.1,2,main_extrusion_stroke,519.61,257.85,62.7
71.2,2,main_extrusion_stroke,519.48,256.97,64.7
71.3,2,main_extrusion_stroke,534.21,263.23,66.7
71.4,2,main_extrusion_stroke,551.93,263.02,68.6
71.5,2,main_extrusion_stroke,544.68,265.49,70.6
71.6,2,main_extrusion_stroke,563.19,271.73,72.5
71.7,2,main_extrusion_stroke,568.66,267.2,74.5
71.8,2,main_extrusion_stroke,585.39,277.82,76.5
71.9,2,main_extrusion_stroke,588.26,271.54,78.4
72.0,2,main_extrusion_stroke,599.45,276.39,80.4
72.1,2,main_extrusion_stroke,599.25,287.71,82.4
72.2,2,main_extrusion_stroke,603.49,287.2,84.3
72.3,2,main_extrusion_stroke,594.49,285.87,86.3
72.4,2,main_extrusion_stroke,595.96,284.51,88.2
72.5,2,main_extrusion_stroke,587.68,288.22,90.2
72.6,2,main_extrusion_stroke,597.53,292.6,92.2
72.7,2,main_extrusion_stroke,588.89,294.75,94.1
72.8,2,main_extrusion_stroke,588.84,296.47,96.1
72.9,2,main_extrusion_stroke,590.15,296.43,98.0
73.0,2,main_extrusion_stroke,583.15,295.54,100.0
73.1,2,main_extrusion_stroke,589.47,290.99,102.0
73.2,2,main_extrusion_stroke,591.58,293.98,103.9
73.3,2,main_extrusion_stroke,588.04,298.74,105.9
73.4,2,main_extrusion_stroke,579.67,290.5,107.8
73.51,2,main_extrusion_stroke,584.69,294.37,109.8
73.61,2,main_extrusion_stroke,587.31,291.91,111.8
73.71,2,main_extrusion_stroke,575.99,294.92,113.7
73.81,2,main_extrusion_stroke,578.36,292.92,115.7
73.91,2,main_extrusion_stroke,585.32,299.2,117.6
74.01,2,main_extrusion_stroke,582.05,295.55,119.6
74.11,2,main_extrusion_stroke,581.77,288.94,121.6
74.21,2,main_extrusion_stroke,586.72,295.63,123.5
74.31,2,main_extrusion_stroke,580.31,290.31,125.5
74.41,2,main_extrusion_stroke,580.23,290.76,127.5
74.51,2,main_extrusion_stroke,587.6,293.62,129.4
74.61,2,main_extrusion_stroke,575.05,290.55,131.4
74.71,2,main_extrusion_stroke,571.88,295.15,133.3
74.81,2,main_extrusion_stroke,575.93,289.06,135.3
74.91,2,main_extrusion_stroke,575.14,289.35,137.3
75.01,2,main_extrusion_stroke,570.43,288.97,139.2
75.11,2,main_extrusion_stroke,567.56,289.04,141.2
75.21,2,main_extrusion_stroke,580.09,294.61,143.1
75.31,2,main_extrusion_stroke,571.32,292.72,145.1
75.41,2,main_extrusion_stroke,566.24,296.25,147.1
75.51,2,main_extrusion_stroke,571.99,297.95,149.0
75.61,2,main_extrusion_stroke,567.04,286.16,151.0
75.71,2,main_extrusion_stroke,565.62,289.76,152.9
75.81,2,main_extrusion_stroke,568.04,285.14,154.9
75.91,2,main_extrusion_stroke,559.78,286.29,156.9
76.01,2,main_extrusion_stroke,565.52,286.55,158.8
76.11,2,main_extrusion_stroke,570.91,284.81,160.8
76.21,2,main_extrusion_stroke,564.28,284.58,162.7
76.31,2,main_extrusion_stroke,560.07,287.5,164.7
76.41,2,main_extrusion_stroke,558.7,283.5,166.7
76.51,2,main_extrusion_stroke,558.25,290.45,168.6
76.61,2,main_extrusion_stroke,558.03,284.04,170.6
76.71,2,main_extrusion_stroke,556.69,296.84,172.5
76.81,2,main_extrusion_stroke,561.03,285.17,174.5
76.91,2,main_extrusion_stroke,549.58,286.75,176.5
77.01,2,main_extrusion_stroke,559.12,281.72,178.4
77.11,2,main_extrusion_stroke,553.31,291.97,180.4
77.21,2,main_extrusion_stroke,555.5,289.67,182.4
77.31,2,main_extrusion_stroke,548.64,286.54,184.3
77.41,2,main_extrusion_stroke,557.62,280.53,186.3
77.51,2,main_extrusion_stroke,556.44,285.73,188.2
77.62,2,main_extrusion_stroke,554.45,280.82,190.2
77.72,2,main_extrusion_stroke,543.71,289.61,192.2
77.82,2,main_extrusion_stroke,552.25,287.07,194.1
77.92,2,main_extrusion_stroke,549.71,284.33,196.1
78.02,2,main_extrusion_stroke,540.82,275.21,198.0
78.12,2,main_extrusion_stroke,546.3,280.05,200.0
78.22,2,main_extrusion_stroke,547.02,285.65,202.0
78.32,2,main_extrusion_stroke,546.94,287.23,203.9
78.42,2,main_extrusion_stroke,544.58,286.62,205.9
78.52,2,main_extrusion_stroke,544.19,276.91,207.8
78.62,2,main_extrusion_stroke,548.08,283.29,209.8
78.72,2,main_extrusion_stroke,546.25,285.54,211.8
78.82,2,main_extrusion_stroke,529.03,275.93,213.7
78.92,2,main_extrusion_stroke,538.39,281.45,215.7
79.02,2,main_extrusion_stroke,538.15,282.19,217.6
79.12,2,main_extrusion_stroke,530.96,279.93,219.6
79.22,2,main_extrusion_stroke,537.5,274.25,221.6
79.32,2,main_extrusion_stroke,541.28,279.34,223.5
79.42,2,main_extrusion_stroke,531.09,279.08,225.5
79.52,2,main_extrusion_stroke,535.94,279.46,227.5
79.62,2,main_extrusion_stroke,530.09,277.75,229.4
79.72,2,main_extrusion_stroke,530.22,277.92,231.4
79.82,2,main_extrusion_stroke,537.98,279.08,233.3
79.92,2,main_extrusion_stroke,529.05,280.52,235.3
80.02,2,main_extrusion_stroke,532.23,277.66,237.3
80.12,2,main_extrusion_stroke,522.05,277.04,239.2
80.22,2,main_extrusion_stroke,536.14,278.54,241.2
80.32,2,main_extrusion_stroke,530.26,271.25,243.1
80.42,2,main_extrusion_stroke,526.28,279.39,245.1
80.52,2,main_extrusion_stroke,528.47,277.47,247.1
80.62,2,main_extrusion_stroke,519.68,277.36,249.0
80.72,2,main_extrusion_stroke,529.21,280.33,251.0
80.82,2,main_extrusion_stroke,522.34,269.88,252.9
80.92,2,main_extrusion_stroke,521.98,269.55,254.9
81.02,2,main_extrusion_stroke,519.98,277.17,256.9
81.12,2,main_extrusion_stroke,518.78,275.94,258.8
81.22,2,main_extrusion_stroke,523.04,276.31,260.8
81.32,2,main_extrusion_stroke,520.44,273.84,262.7
81.42,2,main_extrusion_stroke,521.18,277.53,264.7
81.52,2,main_extrusion_stroke,517.7,278.22,266.7
81.62,2,main_extrusion_stroke,518.94,276.4,268.6
81.72,2,main_extrusion_stroke,514.37,273.54,270.6
81.83,2,main_extrusion_stroke,524.12,266.83,272.5
81.93,2,main_extrusion_stroke,508.09,276.65,274.5
82.03,2,main_extrusion_stroke,518.56,277.98,276.5
82.13,2,main_extrusion_stroke,518.15,275.71,278.4
82.23,2,main_extrusion_stroke,508.42,270.12,280.4
82.33,2,main_extrusion_stroke,519.91,275.31,282.4
82.43,2,main_extrusion_stroke,514.13,275.71,284.3
82.53,2,main_extrusion_stroke,513.19,277.9,286.3
82.63,2,main_extrusion_stroke,508.57,269.13,288.2
82.73,2,main_extrusion_stroke,506.75,271.15,290.2
82.83,2,main_extrusion_stroke,505.93,274.31,292.2
82.93,2,main_extrusion_stroke,507.49,271.65,294.1
83.03,2,main_extrusion_stroke,510.69,267.28,296.1
83.13,2,main_extrusion_stroke,504.97,272.39,298.0
83.23,2,main_extrusion_stroke,499.75,272.72,300.0
83.33,2,main_extrusion_stroke,505.85,270.75,302.0
83.43,2,main_extrusion_stroke,505.4,270.96,303.9
83.53,2,main_extrusion_stroke,503.49,269.03,305.9
83.63,2,main_extrusion_stroke,503.01,274.86,307.8
83.73,2,main_extrusion_stroke,498.1,266.28,309.8
83.83,2,main_extrusion_stroke,494.63,267.13,311.8
83.93,2,main_extrusion_stroke,494.03,268.97,313.7
84.03,2,main_extrusion_stroke,490.11,271.76,315.7
84.13,2,main_extrusion_stroke,496.76,263.19,317.6
84.23,2,main_extrusion_stroke,494.63,263.6,319.6
84.33,2,main_extrusion_stroke,492.37,260.8,321.6
84.43,2,main_extrusion_stroke,481.46,267.79,323.5
84.53,2,main_extrusion_stroke,487.45,263.52,325.5
84.63,2,main_extrusion_stroke,496.08,265.83,327.5
84.73,2,main_extrusion_stroke,488.09,269.24,329.4
84.83,2,main_extrusion_stroke,491.35,264.43,331.4
84.93,2,main_extrusion_stroke,483.5,267.23,333.3
85.03,2,main_extrusion_stroke,493.98,265.13,335.3
85.13,2,main_extrusion_stroke,486.8,268.28,337.3
85.23,2,main_extrusion_stroke,487.7,267.34,339.2
85.33,2,main_extrusion_stroke,495.0,263.0,341.2
85.43,2,main_extrusion_stroke,490.92,264.58,343.1
85.53,2,main_extrusion_stroke,482.78,268.57,345.1
85.63,2,main_extrusion_stroke,480.79,266.05,347.1
85.73,2,main_extrusion_stroke,481.02,259.53,349.0
85.83,2,main_extrusion_stroke,483.52,266.46,351.0
85.94,2,main_extrusion_stroke,480.21,260.12,352.9
86.04,2,main_extrusion_stroke,478.21,268.61,354.9
86.14,2,main_extrusion_stroke,484.82,267.0,356.9
86.24,2,main_extrusion_stroke,477.65,264.18,358.8
86.34,2,main_extrusion_stroke,486.46,263.46,360.8
86.44,2,main_extrusion_stroke,476.78,261.93,362.7
86.54,2,main_extrusion_stroke,482.72,264.79,364.7
86.64,2,main_extrusion_stroke,476.16,260.86,366.7
86.74,2,main_extrusion_stroke,477.74,262.73,368.6
86.84,2,main_extrusion_stroke,470.15,264.71,370.6
86.94,2,main_extrusion_stroke,468.79,259.44,372.5
87.04,2,main_extrusion_stroke,473.2,259.0,374.5
87.14,2,main_extrusion_stroke,474.47,256.72,376.5
87.24,2,main_extrusion_stroke,469.84,256.93,378.4
87.34,2,main_extrusion_stroke,463.69,254.0,380.4
87.44,2,main_extrusion_stroke,462.55,262.71,382.4
87.54,2,main_extrusion_stroke,461.44,266.23,384.3
87.64,2,main_extrusion_stroke,459.23,264.64,386.3
87.74,2,main_extrusion_stroke,465.9,253.71,388.2
87.84,2,main_extrusion_stroke,469.12,261.68,390.2
87.94,2,main_extrusion_stroke,463.72,263.87,392.2
88.04,2,main_extrusion_stroke,453.89,257.05,394.1
88.14,2,main_extrusion_stroke,461.32,258.75,396.1
88.24,2,main_extrusion_stroke,460.59,251.12,398.0
88.34,2,main_extrusion_stroke,468.78,258.83,400.0
88.44,2,main_extrusion_stroke,453.73,253.92,402.0
88.54,2,main_extrusion_stroke,457.15,258.09,403.9
88.64,2,main_extrusion_stroke,464.69,251.68,405.9
88.74,2,main_extrusion_stroke,458.83,258.79,407.8
88.84,2,main_extrusion_stroke,458.44,260.22,409.8
88.94,2,main_extrusion_stroke,455.8,253.65,411.8
89.04,2,main_extrusion_stroke,455.82,252.16,413.7
89.14,2,main_extrusion_stroke,456.77,248.34,415.7
89.24,2,main_extrusion_stroke,449.57,254.7,417.6
89.34,2,main_extrusion_stroke,455.48,253.35,419.6
89.44,2,main_extrusion_stroke,445.63,249.7,421.6
89.54,2,main_extrusion_stroke,451.6,256.47,423.5
89.64,2,main_extrusion_stroke,450.15,253.06,425.5
89.74,2,main_extrusion_stroke,446.13,250.61,427.5
89.84,2,main_extrusion_stroke,447.66,252.19,429.4
89.94,2,main_extrusion_stroke,444.42,257.63,431.4
90.05,2,main_extrusion_stroke,441.78,255.74,433.3
90.15,2,main_extrusion_stroke,443.81,252.92,435.3
90.25,2,main_extrusion_stroke,439.96,255.29,437.3
90.35,2,main_extrusion_stroke,444.83,248.81,439.2
90.45,2,main_extrusion_stroke,438.09,252.74,441.2
90.55,2,main_extrusion_stroke,444.7,252.89,443.1
90.65,2,main_extrusion_stroke,436.28,250.48,445.1
90.75,2,main_extrusion_stroke,437.9,253.39,447.1
90.85,2,main_extrusion_stroke,436.82,248.89,449.0
90.95,2,main_extrusion_stroke,443.78,253.15,451.0
91.05,2,main_extrusion_stroke,438.96,253.05,452.9
91.15,2,main_extrusion_stroke,435.95,240.66,454.9
91.25,2,main_extrusion_stroke,437.94,254.78,456.9
91.35,2,main_extrusion_stroke,426.68,239.7,458.8
91.45,2,main_extrusion_stroke,434.09,247.96,460.8
91.55,2,main_extrusion_stroke,441.41,253.45,462.7
91.65,2,main_extrusion_stroke,433.11,248.5,464.7
91.75,2,main_extrusion_stroke,432.0,244.23,466.7
91.85,2,main_extrusion_stroke,433.08,245.28,468.6
91.95,2,main_extrusion_stroke,433.63,252.45,470.6
92.05,2,main_extrusion_stroke,421.21,241.88,472.5
92.15,2,main_extrusion_stroke,421.63,252.31,474.5
92.25,2,main_extrusion_stroke,428.36,247.91,476.5
92.35,2,main_extrusion_stroke,423.82,243.68,478.4
92.45,2,main_extrusion_stroke,431.08,245.56,480.4
92.55,2,main_extrusion_stroke,423.73,243.79,482.4
92.65,2,main_extrusion_stroke,416.41,250.13,484.3
92.75,2,main_extrusion_stroke,418.23,249.42,486.3
92.85,2,main_extrusion_stroke,411.46,240.58,488.2
92.95,2,main_extrusion_stroke,420.68,244.94,490.2
93.05,2,main_extrusion_stroke,420.02,243.08,492.2
93.15,2,main_extrusion_stroke,418.23,250.38,494.1
93.25,2,main_extrusion_stroke,423.4,240.87,496.1
93.35,2,main_extrusion_stroke,423.04,250.96,498.0
93.45,2,main_extrusion_stroke,416.72,244.98,500.0
93.55,2,main_extrusion_stroke,408.02,240.78,502.0
93.65,2,main_extrusion_stroke,418.18,242.22,503.9
93.75,2,main_extrusion_stroke,417.09,241.54,505.9
93.85,2,main_extrusion_stroke,415.27,239.63,507.8
93.95,2,main_extrusion_stroke,417.11,244.17,509.8
94.05,2,main_extrusion_stroke,407.68,239.29,511.8
94.15,2,main_extrusion_stroke,419.53,235.71,513.7
94.26,2,main_extrusion_stroke,406.82,241.76,515.7
94.36,2,main_extrusion_stroke,412.81,236.53,517.6
94.46,2,main_extrusion_stroke,402.22,239.95,519.6
94.56,2,main_extrusion_stroke,404.4,239.15,521.6
94.66,2,main_extrusion_stroke,413.35,239.03,523.5
94.76,2,main_extrusion_stroke,405.4,248.84,525.5
94.86,2,main_extrusion_stroke,408.96,241.78,527.5
94.96,2,main_extrusion_stroke,405.7,242.19,529.4
95.06,2,main_extrusion_stroke,403.49,234.86,531.4
95.16,2,main_extrusion_stroke,408.52,238.54,533.3
95.26,2,main_extrusion_stroke,401.28,241.33,535.3
95.36,2,main_extrusion_stroke,394.26,236.74,537.3
95.46,2,main_extrusion_stroke,397.32,243.25,539.2
95.56,2,main_extrusion_stroke,401.9,235.62,541.2
95.66,2,main_extrusion_stroke,400.43,238.57,543.1
95.76,2,main_extrusion_stroke,391.74,237.27,545.1
95.86,2,main_extrusion_stroke,394.27,239.65,547.1
95.96,2,main_extrusion_stroke,393.99,236.58,549.0
96.06,2,main_extrusion_stroke,394.02,237.62,551.0
96.16,2,main_extrusion_stroke,389.13,237.49,552.9
96.26,2,main_extrusion_stroke,391.28,235.5,554.9
96.36,2,main_extrusion_stroke,390.03,239.52,556.9
96.46,2,main_extrusion_stroke,395.19,238.4,558.8
96.56,2,main_extrusion_stroke,394.5,237.01,560.8
96.66,2,main_extrusion_stroke,389.84,235.56,562.7
96.76,2,main_extrusion_stroke,388.01,239.6,564.7
96.86,2,main_extrusion_stroke,389.29,235.74,566.7
96.96,2,main_extrusion_stroke,384.62,235.24,568.6
97.06,2,main_extrusion_stroke,382.46,236.43,570.6
97.16,2,main_extrusion_stroke,382.44,241.75,572.5
97.26,2,main_extrusion_stroke,382.82,230.87,574.5
97.36,2,main_extrusion_stroke,379.86,238.0,576.5
97.46,2,main_extrusion_stroke,384.32,228.43,578.4
97.56,2,main_extrusion_stroke,385.75,235.57,580.4
97.66,2,main_extrusion_stroke,375.64,240.07,582.4
97.76,2,main_extrusion_stroke,381.25,236.01,584.3
97.86,2,main_extrusion_stroke,379.42,234.65,586.3
97.96,2,main_extrusion_stroke,380.82,231.84,588.2
98.06,2,main_extrusion_stroke,378.56,233.66,590.2
98.16,2,main_extrusion_stroke,371.96,232.42,592.2
98.26,2,main_extrusion_stroke,371.88,230.3,594.1
98.37,2,main_extrusion_stroke,376.2,231.78,596.1
98.47,2,main_extrusion_stroke,379.36,233.24,598.0
98.57,2,main_extrusion_stroke,365.54,229.61,600.0
98.67,2,main_extrusion_stroke,374.94,229.22,602.0
98.77,2,main_extrusion_stroke,377.47,227.03,603.9
98.87,2,main_extrusion_stroke,371.26,232.91,605.9
98.97,2,main_extrusion_stroke,373.23,233.2,607.8
99.07,2,main_extrusion_stroke,367.37,231.85,609.8
99.17,2,main_extrusion_stroke,368.86,234.17,611.8
99.27,2,main_extrusion_stroke,362.01,230.85,613.7
99.37,2,main_extrusion_stroke,358.28,231.66,615.7
99.47,2,main_extrusion_stroke,370.58,231.1,617.6
99.57,2,main_extrusion_stroke,362.03,229.47,619.6
99.67,2,main_extrusion_stroke,363.3,227.68,621.6
99.77,2,main_extrusion_stroke,358.74,237.03,623.5
99.87,2,main_extrusion_stroke,357.8,227.45,625.5
99.97,2,main_extrusion_stroke,361.9,226.45,627.5
100.07,2,main_extrusion_stroke,358.83,230.05,629.4
