timestamp_utc,price_eur_per_mwh,price_eur_per_kwh
2026-09-22 01:00:00,52.33,0.05233
2026-09-22 02:00:00,46.7,0.0467
2026-09-22 03:00:00,42.81,0.04281
2026-09-22 04:00:00,55.96,0.05596
2026-09-22 05:00:00,61.58,0.06158
2026-09-22 06:00:00,75.45,0.07545
2026-09-22 07:00:00,92.43,0.09243
2026-09-22 08:00:00,112.74,0.11274
2026-09-22 09:00:00,111.77,0.11177
2026-09-22 10:00:00,75.09,0.07509
2026-09-22 11:00:00,41.49,0.04149
2026-09-22 12:00:00,33.15,0.03315
2026-09-22 13:00:00,27.03,0.02703
2026-09-22 14:00:00,14.12,0.01412
2026-09-22 15:00:00,30.01,0.03001
2026-09-22 16:00:00,40.22,0.04022
2026-09-22 17:00:00,74.39,0.07439
2026-09-22 18:00:00,109.57,0.10957
2026-09-22 19:00:00,136.32,0.13632
2026-09-22 20:00:00,143.04,0.14304
2026-09-22 21:00:00,116.28,0.11628
2026-09-22 22:00:00,102.83,0.10283
2026-09-22 23:00:00,68.52,0.06852
2026-09-23 00:00:00,59.86,0.05986
2026-09-23 01:00:00,55.69,0.05569
2026-09-23 02:00:00,53.69,0.05369
2026-09-23 03:00:00,51.15,0.05115
2026-09-23 04:00:00,51.22,0.05122
2026-09-23 05:00:00,60.34,0.06034
2026-09-23 06:00:00,82.65,0.08265
2026-09-23 07:00:00,97.35,0.09735
2026-09-23 08:00:00,112.59,0.11259
2026-09-23 09:00:00,106.28,0.10628
2026-09-23 10:00:00,76.65,0.07665
2026-09-23 11:00:00,56.57,0.05657
2026-09-23 12:00:00,23.87,0.02387
2026-09-23 13:00:00,34.71,0.03471
2026-09-23 14:00:00,33.41,0.03341
2026-09-23 15:00:00,22.47,0.02247
2026-09-23 16:00:00,41.26,0.04126
2026-09-23 17:00:00,71.13,0.07113
2026-09-23 18:00:00,96.47,0.09647
2026-09-23 19:00:00,129.3,0.1293
2026-09-23 20:00:00,140.8,0.1408
2026-09-23 21:00:00,130.68,0.13068
2026-09-23 22:00:00,97.01,0.09701
2026-09-23 23:00:00,75.52,0.07552
2026-09-24 00:00:00,58.72,0.05872
2026-09-24 01:00:00,46.39,0.04639
2026-09-24 02:00:00,46.11,0.04611
2026-09-24 03:00:00,49.67,0.04967
2026-09-24 04:00:00,43.97,0.04397
2026-09-24 05:00:00,61.68,0.06168
2026-09-24 06:00:00,77.39,0.07739
2026-09-24 07:00:00,93.78,0.09378
2026-09-24 08:00:00,114.67,0.11467
2026-09-24 09:00:00,103.47,0.10347
2026-09-24 10:00:00,71.85,0.07185
2026-09-24 11:00:00,50.69,0.05069
2026-09-24 12:00:00,26.61,0.02661
2026-09-24 13:00:00,28.24,0.02824
2026-09-24 14:00:00,26.14,0.02614
2026-09-24 15:00:00,26.08,0.02608
2026-09-24 16:00:00,39.94,0.03994
2026-09-24 17:00:00,62.84,0.06284
2026-09-24 18:00:00,102.63,0.10263
2026-09-24 19:00:00,127.64,0.12764
2026-09-24 20:00:00,139.12,0.13912
2026-09-24 21:00:00,123.19,0.12319
2026-09-24 22:00:00,85.3,0.0853
2026-09-24 23:00:00,59.13,0.05913
2026-09-25 00:00:00,41.52,0.04152
2026-09-25 01:00:00,47.26,0.04726
2026-09-25 02:00:00,35.77,0.03577
2026-09-25 03:00:00,48.43,0.04843
2026-09-25 04:00:00,33.16,0.03316
2026-09-25 05:00:00,59.16,0.05916
2026-09-25 06:00:00,72.48,0.07248
2026-09-25 07:00:00,88.09,0.08809
2026-09-25 08:00:00,102.08,0.10208
2026-09-25 09:00:00,96.33,0.09633
2026-09-25 10:00:00,66.36,0.06636
2026-09-25 11:00:00,43.49,0.04349
2026-09-25 12:00:00,25.04,0.02504
2026-09-25 13:00:00,19.21,0.01921
2026-09-25 14:00:00,14.89,0.01489
2026-09-25 15:00:00,20.27,0.02027
2026-09-25 16:00:00,32.91,0.03291
